"Constantine, Madonna G.: Columbia U, Teachers Coll, Dept of Counseling & Clinical Psychology, New York, NY, US",23
"Comas-Diaz, Lillian: George Washington University, Department of Psychiatry and Behavioral Sciences, Washington, DC, US",21
"Smith, Timothy B.: Department of Counseling Psychology, Brigham Young University, Provo, UT, US
Trimble, Joseph E.: Western Washington University, Bellingham, WA, US",18
"Fouad, Nadya A.: U Wisconsin, Dept of Educational Psychology, Milwaukee, WI, US
Arredondo, Patricia: Arizona State U, Tempe, AZ, US",17
"Roysircar, Gargi: Department of Clinical Psychology, Antioch University New England, NH, US",12
"Comas-Diaz, Lillian: Transcultural Mental Health Institute, Washington, DC, US",11
"Sue, Derald Wing: California School of Professional Psychology, Alameda, CA, US",11
"Dana, Richard H.: Portland State U, Regional Research Inst, Portland, OR, US",11
"Falender, Carol A.: Pepperdine University, Malibu, CA, US
Shafranske, Edward P.: Pepperdine University, Malibu, CA, US",10
"Dana, Richard H.: Portland State University, Regional Research Institute for Human Services, Portland, OR, US",10
"Hollingsworth, Leslie Doty: U Michigan, School of Social Work, Ann Arbor, MI, US",8
"Root, Maria P. P.: U Washington, Seattle, WA, US",8
"Pedersen, Paul B.: Department of Psychology, U Hawaii, Honolulu, HI, US",8
"Phinney, Jean S.: California State University, Los Angeles, CA, US",8
"Berry, John W.: Queen's University, Kingston, ON, Canada",8
"Root, Maria P. P.: Private Practice, Clinical Psychologist, Seattle, WA, US",8
"Suzuki, Lisa A.: New York U, Dept of Applied Psychology, New York, NY, US",8
"Pedersen, Paul: Syracuse U, NY, US",8
"Verkuyten, Maykel: Utrecht University, Utrecht, Netherlands",7
"Ramirez, Manuel: U Texas, Austin, TX, US",7
"Dana, Richard H.: Portland State University, Regional Research Institute for Human Services, Portland, OR, US
Allen, James: Department of Psychology, University of Alaska Fairbanks, Fairbanks, AK, US",7
"Root, Maria P. P.: Private Practice, Seattle, WA, US",7
"Ridley, Charles R.: Indiana U, Dept of Counseling & Educational Psychology, Bloomington, IN, US",7
"Chin, Jean Lau: California School of Professional Psychology, Alliant International University, CA, US",6
"Coleman, Hardin L. K.: U Wisconsin, Dept of Counseling Psychology, Madison, WI, US",6
"Pedersen, Paul B.: Department of Human Services, Syracuse University, Syracuse, NY, US
Crethar, Hugh C.: School Counseling and Guidance Program, Department of Educational Psychology, University of Arizona, Tucson, AZ, US
Carlson, Jon: Division of Psychology and Counseling, Governors State University, University Park, IL, US",6
"Ponterotto, Joseph G.: Fordham U-Lincoln Ctr, Div of Psychological & Educational Services, New York, NY, US",6
"Perry, Samuel L.: University of Chicago, Chicago, IL, US",6
"Root, Maria P. P.: U Washington, Dept of American Ethnic Studies, Seattle, WA, US",6
"Johnson, Nancy L.: Memphis State U., US",6
"Greene, Beverly: St. John's University, Jamaica, NY, US",6
"Williams, Teresa Kay: U California, Los Angeles, CA, US",6
"Huff, Robert M.: California State U, Northridge, CA, US",6
"Romo, Rebecca: U California, Santa Barbara, US",6
"Henriksen, Richard C.: Department of Educational Leadership and Counseling, Sam Houston State University, Huntsville, TX, US
Paladino, Derrick A.: Department of Graduate Studies in Counseling, Rollins College, Winter Park, FL, US",6
"Dixon-Peters, Aisha: California State University at Northridge, Northridge, CA, US",6
"Rivera, Amanda L. Y.: U La Verne, US",6
"Ruiz, Pedro: Department of Psychiatry and Behavioral Sciences, University of Texas Medical School, Houston, TX, US",6
"Moghaddam, Fathali M.: Georgetown University, Washington, DC, US",6
"Negy, Charles: University of Central Florida, Orlando, FL, US",6
"Huang, Larke Nahme: American University, Washington, DC, US",6
"Horton, Arthur MacNeill: Substance Abuse & Mental Health Services Administration, Ctr for Substance Abuse Treatment, Rockville, MD, US
Roberts, Charles: Substance Abuse & Mental Health Services Administration, Ctr for Substance Abuse Treatment, Rockville, MD, US",6
"Abu-Rabia, Salim: U Haifa, School of Education, Haifa, Israel",6
"Dana, Richard H.: Portland State U, Portland, OR, US",6
"Tummala-Narra, Pratyusha: Boston College, Boston, MA, US",6
"Gaines, Stanley O.: Pomona Coll, Claremont, CA, US",6
"Frisby, Craig L.: University of Missouri, MO, US",6
"Banks, James A.: U Washington, Ctr for Multicultural Education, Seattle, WA, US",6
"Falender, Carol A.: Pepperdine University, Los Angeles, CA, US
Shafranske, Edward P.: Pepperdine University, Los Angeles, CA, US
Falicov, Celia J.: University of California, San Diego, CA, US",6
"Harris, Henry L.: Department of Counseling, University of North Carolina at Charlotte, Charlotte, NC, US",6
"O'Neil, James M.: Neag School of Education, University of Connecticut, Storrs, CT, US",6
"Comas-Diaz, Lillian: Transcultural Mental Health Inst, Washington, DC, US",5
"Daniel, G. Reginald: U California, Latin American & Afro-American Studies, Lecturer, Los Angeles, CA, US",5
"Havranek, Joseph E.: Rehabilitation Counseling Program, Bowling Green State University, Bowling Green, OH, US",5
"Ali, Suki: Department of Sociology, London School of Economics, London, United Kingdom",5
"Zack, Naomi: State U New York, Albany, NY, US",5
"Holcomb-McCoy, Cheryl C.: U Maryland, Dept of Counseling & Personnel Services, College Park, MD, US",5
"Jones, Jennifer E.: Adelphi U, Inst Advanced Psychological Studies, US",5
"Fowers, Blaine J.: U Miami, Dept of Educational & Psychological Studies, Coral Gables, FL, US",5
"Hanna, Fred J.: Johns Hopkins U, Dept of Counseling & Human Services, Baltimore, MD, US",5
"Fenster, Abe: City U New York, John Jay Coll of Criminal Justice, Dept of Psychology, New York, NY, US",5
"Oriti, Bruno: Family Inst of New Jersey, Metuchen, US",5
"Emerson, Michael O.: Center on Race, Religion and Urban Life (CORRUL), Rice University, Houston, TX, US",5
"Ponterotto, Joseph G.: Fordham U, Bronx, NY, US",5
"Pedersen, Paul B.: Syracuse University, Syracuse, NY, US",5
"Nolfo, Tamu Corrine: U California, Davis, US",5
"Gillem, Angela R.: Arcadia University, Philadelphia, PA, US
Thompson, Cathy A.: University of California, Psychological and Counseling Services Center, San Diego, CA, US",5
"Negy, Charles: U Central Florida, Dept of Psychology, Orlando, FL, US",5
"McFadden, John: U South Carolina, Dept of Educational Psychology, Columbia, SC, US",5
"Socha, Thomas J.: Old Dominion U, Norfolk, VA, US",5
"Lee, Richard M.: U Texas, Dept of Educational Psychology, Austin, TX, US",5
"Rokach, Ami: Institute for the Study and Treatment of Psychosocial Stress, Toronto, ON, Canada",5
"Lee, Wanda M. L.: San Francisco State University, Department of Counseling, San Francisco, CA, US",5
"Mukoyama, Tammy Hiroko-Josefa: California School of Professional Psychology - Los Angeles, US",5
"Chin, Jean Lau: Derner Institute for Advanced Psychological Studies, Adelphi University, Garden City, NY, US",5
"Constantine, Madonna G.: Teachers College, Columbia University, New York, NY, US
Sue, Derald Wing: Teachers College, Columbia University, New York, NY, US",5
"Herring, Roger D.: U Arkansas, Little Rock, US",5
"McClure, Faith H.: California State U, San Bernardino, CA, US",5
"Sue, Derald Wing: Teachers College, Columbia University, New York, NY, US",5
"Newsome, Chevelle: California State U, Sacramento, CA, US",5
"Perry, Samuel L.: Department of Sociology, University of Chicago, Chicago, IL, US",5
"Gibbs, Jewelle Taylor: U California, School of Social Welfare, Berkeley, CA, US",5
"Hall, Christine C. Iijima: Arizona State U, Assistant Vice Provost for Academic Affairs, Tempe, AZ, US",5
"Verkuyten, Maykel: Faculty of Social Sciences, Utrecht University, Utrecht, Netherlands",5
"Lee, Wanda M. L.: Department of Counseling, San Francisco State University, San Francisco, CA, US",5
"D'Andrea, Michael: Department of Counselor Education, University of Hawaii at Manoa, Honolulu, HI, US
Heckman, Elizabeth Foster: Department of Counselor Education, University of Hawaii at Manoa, Honolulu, HI, US",5
"Samuels, Gina Miranda: School of Social Service Administration, University of Chicago, Chicago, IL, US",5
"Padilla, Amado M.: Stanford University, Stanford, CA, US
Rodriguez, Daisy: Stanford University, Stanford, CA, US",5
"Goldstein, Alvin G.: U Missouri, Columbia",5
"Hernandez, L. Elena: The Wright Inst., US",5
"Wong, Shelley: George Mason University, Fairfax, VA, US",5
"Aboud, Frances E.: McGill U, Montreal, PQ, Canada",5
"Daniel, CarolAnn: Adelphi University School of Social Work, Garden City, NY, US",5
"Anderson, Tammy L.: University of Delaware, Newark, DE, US",5
"Song, Miri: University of Kent, Canterbury, United Kingdom",5
"Choudhuri, Devika Dibya: Eastern Michigan University, Ypsilanti, MI, US",5
"Malott, Krista M.: Department of Education and Human Services, Villanova University, Villanova, PA, US",4
"Achenbach, Thomas M.: Department of Psychiatry, University of Vermont, Burlington, VT, US",4
"Greene, Beverly: St John's U, Jamaica, NY, US",4
"Granello, Darcy Haag: Ohio State U, School of Physical Activity & Educational Services, Columbus, OH, US",4
"Ortega, Marilyn Danyell: Antioch New England Graduate School, US",4
"Kubo, Kazuyo: U Illinois at Urbana-Champaign, US",4
"Winston, Ariel: Georgia State University, Atlanta, GA, US",4
"Garces-Foley, Kathleen: Marymount University, Arlington, VA, US",4
"Rhodes, Gillian: U Canterbury, Christchurch, New Zealand",4
"Nguyen, Angela-MinhTu Dinh: U California, Riverside, US",4
"Kenney, Kelley R.: Department of Counseling and Human Services, Kutztown University, Kutztown, PA, US
Kenney, Mark E.: Chestnut Hill College, Department of Counseling Psychology and Human Services, Center Valley, PA, US",4
"Kenney, Kelley R.: Department of Counseling and Human Services, Kutztown University, Kutztown, PA, US
Kenney, Mark E.: Rainbow Support Network, Reading, PA, US",4
"Guerra, Nancy G.: University of California, Riverside, CA, US
Smith, Emilie Phillips: Pennsylvania State University, University Park, PA, US",4
"Owen, Jesse: Department of Educational and Counseling Psychology, College of Education and Human Development, University of Louisville, Louisville, KY, US
Leach, Mark M.: Department of Educational and Counseling Psychology, College of Education and Human Development, University of Louisville, Louisville, KY, US
Wampold, Bruce: Department of Counseling Psychology, University of Wisconsin, Madison, WI, US
Rodolfa, Emil: Counseling and Psychological Services, University of California, Davis, CA, US",4
"Weinrach, Stephen G.: Villanova U, Dept of Education & Human Services, Villanova, PA, US",4
"Magaldi-Dopman, Danielle: Lehman College, Bronx, NY, US
Park-Taylor, Jennie: Fordham University, NY, US",4
"Nishimura, Nancy: University of Memphis, Counseling, Educational Psychology and Research Department, Memphis, TN, US",4
"Mahtani, Minelle: U of British Columbia, Sing Tao School of Journalism, Dept of Geography, Vancouver, BC, Canada",4
"Lee, Courtland C.: U Virginia, Charlottesville, VA, US",4
"Farnen, Russell F.: U Connecticut, Storrs, CT, US",4
"Rosenblatt, Paul C.: U Minnesota, MN, US",4
"Chope, Robert C.: San Francisco State University, San Francisco, CA, US
Consoli, Andres J.: San Francisco State University, San Francisco, CA, US",4
"Gielen, Uwe P.: Institute for International & Cross-Cultural Psychology, St. Francis College, US
Draguns, Juris G.: Pennsylvannia State University, PA, US
Fish, Jefferson M.: St. John's University, New York, NY, US",4
"Han, Eun-Jin: Michigan State U., US",4
"Sinacore, Ada L.: Department of Educational and Counselling Psychology, McGill University, Montreal, PQ, Canada
Enns, Carolyn Zerbe: Cornell College, Mt. Vernon, IA, US",4
"Hipolito-Delgado, Carlos P.: University of Maryland at College Park, College Park, MD, US
Lee, Courtland C.: University of Maryland at College Park, College Park, MD, US",4
"Mathis, Janelle B.: U North Texas, Denton, TX, US",4
"Fernandez, Krissie: Department of Psychology, Sam Houston State University, Huntsville, TX, US
Boccaccini, Marcus T.: Department of Psychology, Sam Houston State University, Huntsville, TX, US
Noland, Ramona M.: Department of Psychology, Sam Houston State University, Huntsville, TX, US",4
"Clark, Trenette T.: University of North Carolina at Chapel Hill, School of Social Work, Chapel Hill, NC, US
Nguyen, Anh B.: Harvard University, School of Public Health, Boston, MA, US
Kropko, Jonathan: Columbia University, Applied Statistics Center, New York, NY, US",4
"Bradshaw, Carla K.: Private Practice, Clinical Psychologist, Seattle, WA, US",4
"Fouad, Nadya A.: University of Wisconsin-Milwaukee, Milwaukee, WI, US",4
"Scales-Trent, Judy: State U New York, Buffalo, NY, US",4
"Twine, Frances Winddance: U Washington, Seattle, WA, US",4
"Sue, Derald Wing: Department of Counseling and Clinical Psychology, Teachers College, Columbia University, New York, NY, US",4
"Corrin, William J.: Northwestern U., US",4
"Yokoyama, Kayoko: JFK University, Pleasant Hill, CA, US
Magraw, Sukie: JFK University, Pleasant Hill, CA, US
Miller, Jill: Center for the Vulnerable Child, Children's Hospital and Research Center Oakland, CA, US
Hecht, Liza: JFK University, Pleasant Hill, CA, US",4
"Celenk, Ozgur: Department of Cross-Cultural Psychology, Tilburg University, Tilburg, Netherlands
van de Vijver, Fons J. R.: Department of Cross-Cultural Psychology, Tilburg University, Tilburg, Netherlands",4
"Bird, Stephanie Rose: School of the Art Institute of Chicago, Chicago, IL, US",4
"Singh, Penny: Department of English and Communication, Durban University of Technology, Durban, South Africa",4
"Myers, Ernest R.: U District of Columbia, Washington, DC, US",4
"Adams, Maurianne: U Massachusetts, School of Education, Social Justice Education Program & Human Development Program, Faculty Member, Amherst, MA, US",4
"Pellegrini, Gino Michael: Department of English, Purdue University, West Lafayette, IN, US",4
"Winter, Elke: University of Ottawa, Ottawa, ON, Canada",4
"Park, Keumjae: William Paterson University, Wayne, NJ, US",4
"Edles, Laura Desfor: California State University, Northridge, CA, US",4
"Bradley, Loretta J.: Texas Tech U, Lubbock, TX, US",4
"Choi-Misailidis, Soojean: U Hawaii, Hilo, HI, US",4
"Avinger, Katherine A.: Positive Outcomes Psychological Services, Athens, GA, US",4
"Greig, Astrea: U Hartford, US",4
